id,qa_type,result,subject_id,witness_path,detail
ce037dce-d928-5237-b438-807c1bddb7ab,visual,passed,342c2dd5-2a34-56c0-85f8-448c2df61ee0,qa/b006-assets/ASSET_VALIDATION_RECEIPT_R011-B006.json,"All 13 localized figures and 13 exact English witnesses pass two deterministic replays, vector/numeric invariance, and complete Poppler/MuPDF same-renderer visual inspection."
cea572c1-1d51-59d3-81cb-7759480ef024,rights,passed,eb0b6215-9a9b-5442-bb51-73500dfd2277,00_control/COMPONENT_RIGHTS.csv,"Repository expression, separately governed OpenIntro package inputs, factual data, attribution, change notice, and non-endorsement boundaries are attached at component level."
d19a4986-3037-56ad-9664-17d9aa0fec7d,rights,passed,4855a03b-af6e-56cc-ad3b-7d0f5e26745e,qa/b008-backend/exports/evidence/R011-B008_COMPONENT_RIGHTS.json,CC BY-SA 3.0 derivative rights and factual-data limitations are explicitly separated.
d24040d5-b080-57e8-abaa-ac5a9857ef43,language,passed,4d7e1beb-821d-5a81-b350-46eb6bf05f55,qa/b009-backend-final/evidence/R011_B009_TERMINOLOGY_EVIDENCE_RECEIPT.json,The bounded Indonesian field-usage audit is bound; B009 terms remain explicitly candidate-pending-global-propagation.
d2adcdec-2706-5ae3-a46a-95b875d7af8d,source,passed,b9823605-b359-533a-9cb9-84628fa32225,backend/exports/evidence/target_file_manifest.tsv,"Frozen R011-B002 derivative tree contains 1,151 files totaling 40,115,637 bytes; canonical target manifest SHA-256 is 52049fc27fe741e7a40a310e4693b1098f1ae411b8ccd7182eed076b69b05465; source QA reported no structural errors."
d324fcc8-b369-59f7-9576-862f2fd027a1,accessibility,partial,ebacdbc3-a620-5e9c-b720-04b08f2be6b2,output/pdf/statistika-berbasis-data-batas-R011-B002.pdf,"Catalog language is id-ID, but the 424-page PDF is untagged and has no StructTreeRoot; this remains an explicit additive-accessibility limitation."
daa71cce-2f62-53c0-bf6d-83cf3958b5ce,visual,passed,8474c291-c36a-52a5-ae26-1144edbc5a5d,qa/b008-backend-final-v3/exports/evidence/R011-B008_VISUAL_AUDIT_V3.json,"The independent root audit records PASS, zero findings at every severity, and exact PDF/build/visual identities."
dacd9ea0-46ec-5305-9579-ee548c41f50e,artifact,passed,69766a93-7e18-5e0a-881f-cd49aaf7e84d,qa/R011-B004R_BUILD_QA.json#links_and_structure; output/pdf/statistika-berbasis-data-batas-R011-B004R.pdf; qa/b004r-build/final-v5/main-final.txt,"The hash-bound PDF declares /Lang id-ID and contains 3,404 named destinations, 2,475 internal GoTo links, 284 URI links, zero missing link targets, zero other actions, no encryption, attachments, forms, or JavaScript, and the expected localized title, author, subject, and keyword metadata."
dd1eb125-480c-5526-a5bd-2905f1e8b834,visual,passed,4d7e1beb-821d-5a81-b350-46eb6bf05f55,qa/b009-backend-final/evidence/R011-B009_FIGURE_VISUAL_QA.json,Main figure and swing-voter visual receipts pass with geometry/label checks and visible credit requirements.
dff56021-daa9-5b64-8075-c40205abda05,build,passed,7725da2f-883b-5b2b-b29d-d0df00db8e02,qa/R011-B005_BUILD_QA.json; qa/b005-build/final-v9/main.log; output/pdf/statistika-berbasis-data-batas-R011-B005.pdf; qa/b005-render/final-v9/FINAL_MANIFEST.tsv; qa/b005-render/final-v9/VISUAL_AUDIT.json,"Final passes 3 and 4 are byte-identical, the 424-page PDF was promoted and read back, and all 26 candidate pages pass full-resolution visual inspection with P1/P2/P3 all zero."
e1e0b821-8f43-55e0-8a18-bea5f5719798,visual,passed,3c7b35cb-6d4d-593f-83fb-823f691fe6c9,qa/b004-render/final-v5/FINAL_MANIFEST.tsv; qa/b004-render/final-v5/CONTACT_FRONT.png; qa/b004-render/final-v5/CONTACT_BODY.png; qa/b004-render/final-v5/CONTACT_ANSWERS.png,"Nineteen verified page renders totaling 6,819,500 bytes cover pages 1-8, 33-40, and 385-387. Contact-sheet inspection found P1/P2/P3=0/0/0: no severe underfill, clipping, overlap, broken glyph, or margin defect; exercise 1.44(c) completes on page 39 and the Chapter 2 opener begins on page 40. Section 1.4, exercises 1.29-1.34, and public answers 1.29/1.31/1.33 are Indonesian; review exercises 1.35-1.44 and Chapter 2 are intentionally outside R011-B004."
e1e93f6c-0947-52d6-b5f0-2af5d5213706,accessibility,passed,b9823605-b359-533a-9cb9-84628fa32225,qa/R011-B007_BUILD_QA.json,"The terminal PDF has /Lang id-ID, exact extracted text, a closed page count, and zero missing link targets."
e549bea3-caca-50a8-a596-f69a000a9df3,visual,passed,a8a23f45-0dff-5b16-9969-c4824145de1e,qa/b003-render/final-v3/FINAL_MANIFEST.tsv,"Twenty-seven rendered page witnesses totaling 7,876,164 image bytes cover front matter, pages 21-35 around the complete B003 reader boundary and B004 transition on page 33, and pages 385-388 around the public-answer boundary on page 387; visual inspection found no clipping, overlap, or blank page."
ec3aedd5-0817-5fe7-bb62-02710ffd1529,source,passed,b9823605-b359-533a-9cb9-84628fa32225,qa/R011-B002_SOURCE_QA.json; qa/R011-B002_TARGET_MANIFEST.tsv,"Schema v0.3.0 source QA passed with zero errors and zero English residue across the B002 chapter, exercises, and public-answer slices; all twelve localized figure/producer rows and five authorized layout deltas are enumerated."
eca2ec19-cf20-5187-9c7b-e11f0b500447,source,passed,4855a03b-af6e-56cc-ad3b-7d0f5e26745e,qa/b008-backend/exports/evidence/R011-B008_APPLICATION_RECEIPT.json,The exact 18-operation source/asset transaction was applied with reversible preimages and exact postimage readback.
ef21dc62-bec3-5220-a937-4eca15cc0141,language,passed,d7955a56-864b-500a-a33b-7c476b342c7e,qa/terminology/R011_TERMINOLOGY_FIELD_USAGE_QA.json,"TERM-0142..0160, admitted randomization reuse, TERM-0088 supersession, and both index source/display aliases are explicit; title phrase case study is not misclassified as a controlled mathematical term."
f111bfb3-efd4-58a9-bc4b-fac3b396754e,rights,passed,4d7e1beb-821d-5a81-b350-46eb6bf05f55,qa/b009-backend-final/evidence/R011-B009_ASSET_RIGHTS_MANIFEST.tsv,"CC BY-SA, GPL-3 dependency, factual-data limitations, CC BY 2.0 photo, and O001 rights are separated."
f4b75609-7667-5ac1-842b-51b3c6de8b81,rights,passed,3a67e1e4-7d18-5753-bbc0-ac47d9ac4fb2,repo/extraTeX/preamble/title_derivative.tex; repo/extraTeX/preamble/copyright_derivative.tex,"Novel title 'Statistika Berbasis Data', derivative attribution, exact CC BY-SA 3.0 notice, changes, and OpenIntro non-endorsement are present."
f6e8c921-e4e3-5347-86a1-973ab1565854,build,passed,8474c291-c36a-52a5-ae26-1144edbc5a5d,qa/b008-backend-final-v3/exports/evidence/R011-B008_CANDIDATE_BUILD_QA_V3.json,"Passes 3 and 4 are byte-identical at the exact 22,017,328-byte V3 PDF identity; its historical pending visual item is closed by the root audit."
f9415d40-1982-5463-8955-13dd287526b4,source,passed,d7955a56-864b-500a-a33b-7c476b342c7e,scratch/R011-B007-candidate/SOURCE_CORRECTIONS.tsv,Eight high-confidence source findings are typed and held for one deduplicated end-of-corpus report; no upstream contact occurred.
fbfe6ad1-0b85-559f-81d0-d60d566d44fa,topology,passed,d7955a56-864b-500a-a33b-7c476b342c7e,scratch/R011-B007-candidate/O001_MASTERY_GAPS.tsv,"Three guided feedback items, exercises 2.25-2.26, public answer 2.25, and the explicit no-public-answer O001 gap for 2.26 are modeled without invention."
fca26433-b7ba-5767-b31b-3cd63f407c6b,topology,passed,4a0f5bef-95db-5c6c-ae94-097778cff15d,backend/exports/views/unit_hierarchy.csv; backend/exports/views/segments_locale.csv,"One section, six subsections, four guided exercises, four end-of-section exercises, two public odd answers, two O001 even gaps, and 21 non-overlapping translation segments are modeled."
fd3b9a2e-56fc-5890-8ec7-656dc155ee55,language,passed,d7955a56-864b-500a-a33b-7c476b342c7e,qa/terminology/R011_TERMINOLOGY_FIELD_USAGE_QA.json,"The exact one-time field-usage QA finalizes interval kelas (bin), statistika inferensial, and scoped peluang (probabilitas); active term/localization overlays bind propagated canonical spans while prior B005/B006 evidence payloads remain immutable."
fe6be028-af1a-56fe-b6d7-1c1ae5fb9398,source,passed,4d7e1beb-821d-5a81-b350-46eb6bf05f55,qa/b009-backend-final/evidence/R011-B009_SOURCE_QA.json,"Pinned authority, source plan, candidate overlays, and 1,206-file isolated build closure bind exactly."
ff4cdc5a-db07-5912-8865-d2a223e4f9ee,accessibility,partial,3c7b35cb-6d4d-593f-83fb-823f691fe6c9,output/pdf/statistika-berbasis-data-batas-R011-B004.pdf,"Catalog language is id-ID, but the 423-page interim PDF is untagged, Marked=false, and has no StructTreeRoot; a final accessible reader remains required for the complete corpus."
ff8fbe9c-427f-5f50-ac14-5cfaa1cd99df,language,passed,4a0f5bef-95db-5c6c-ae94-097778cff15d,qa/b006-backend/exports/evidence/R011-B006_TERMINOLOGY.csv,"All 20 B006 controlled terms R011-TERM-0122..0141 have stable concept and id-ID term identities, introduction relations, and prerequisite edges."
